mean.shear,mean.psd,Reactor
17.108278797489618, 124.71544715447156,Biggs & Lant
34.356200912809726, 99.78319783197834,Biggs & Lant
112.37815726046637, 59.67479674796749,Biggs & Lant
345.7828901433119, 24.769647696476966,Biggs & Lant
210.26417833319533, 134.90514905149053,Evans & Liu
279.7907717068437, 118.42818428184283,Evans & Liu
350.98519544147405, 107.37127371273715,Evans & Liu
565.5041557693597, 49.91869918699189,Evans & Liu
705.5955945294533, 25.636856368563713,Evans & Liu
