 ,Area,Mean,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1.651E-4,142.265,42,190,0.212,0.018,0.135,0.202,0.005,0.019,0.025,0.022,0.009,118.957,0.113,0.026,0.023,144,-0.499,-0.506,100,1244111.000,0.209,0.005,108.435,0.014,2.397,0.417,0.590
2,4.040E-5,151.751,59,190,0.221,0.010,0.043,0.218,0.005,0.006,0.011,0.011,0.005,101.373,0.274,0.012,0.006,163,-0.967,-0.015,100,324747.000,0.220,0.005,106.504,0.006,2.471,0.405,0.759
3,5.231E-5,109.366,0,190,0.067,0.011,0.053,0.063,0.006,0.009,0.010,0.009,0.007,73.056,0.231,0.011,0.006,136,-0.542,-1.298,100,303054.000,0.066,0.016,70.145,0.009,1.319,0.758,0.795
4,2.090E-4,140.825,22,190,0.250,0.016,0.126,0.236,0.008,0.026,0.015,0.022,0.012,9.484,0.166,0.027,0.029,145,-0.778,0.082,100,1559217.001,0.237,0.019,15.586,0.014,1.848,0.541,0.746
5,2.356E-5,168.118,65,190,0.031,0.014,0.048,0.027,0.009,0.007,0.008,0.008,0.004,57.450,0.130,0.010,0.004,181,-1.730,2.683,100,209811.000,0.028,0.017,50.826,0.005,2.077,0.481,0.639
6,4.836E-5,182.763,159,190,0.513,0.015,0.112,0.507,0.009,0.012,0.011,0.010,0.006,33.342,0.049,0.014,0.009,185,-0.628,-0.193,100,468240.000,0.508,0.020,48.270,0.009,1.676,0.597,0.526
7,4.934E-5,149.804,84,190,0.231,0.016,0.039,0.225,0.012,0.011,0.008,0.011,0.006,23.562,0.414,0.011,0.007,151,-0.229,-0.844,100,391587.000,0.225,0.018,9.583,0.007,1.859,0.538,0.823
8,3.930E-5,160.976,53,190,0.047,0.018,0.061,0.043,0.013,0.008,0.011,0.009,0.006,91.462,0.134,0.011,0.006,170,-1.216,1.460,100,335152.000,0.046,0.013,103.690,0.008,1.618,0.618,0.645
9,1.339E-4,139.908,0,190,0.202,0.029,0.134,0.194,0.014,0.016,0.026,0.018,0.010,107.978,0.093,0.027,0.019,157,-1.674,1.906,100,992369.000,0.195,0.014,106.952,0.015,1.877,0.533,0.515
10,2.388E-5,173.299,134,190,0.491,0.020,0.044,0.488,0.017,0.008,0.006,0.006,0.005,9.132,0.155,0.008,0.004,174,-0.717,-0.530,100,219223.000,0.488,0.020,175.236,0.006,1.335,0.749,0.678
11,2.218E-5,161.427,113,190,0.432,0.021,0.028,0.429,0.018,0.006,0.006,0.007,0.004,50.499,0.351,0.007,0.004,163,-0.275,-0.945,100,189677.000,0.430,0.024,49.635,0.005,1.541,0.649,0.835
12,3.454E-5,183.508,161,190,0.544,0.025,0.180,0.536,0.018,0.016,0.013,0.009,0.005,16.430,0.013,0.018,0.006,182,-0.557,0.797,100,335819.000,0.537,0.031,27.967,0.010,2.013,0.497,0.263
13,2.628E-5,173.393,138,190,0.073,0.023,0.047,0.069,0.019,0.008,0.007,0.007,0.005,13.496,0.148,0.009,0.005,174,-0.696,-0.262,100,241363.000,0.069,0.024,27.378,0.007,1.311,0.763,0.666
