 ,Area,Mean,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,2.406E-5,171.385,122.000,189,0.142,0.009,0.045,0.140,0.005,0.005,0.008,0.007,0.004,100.457,0.149,0.008,0.004,178,-0.778,-0.234,100,276101.000,0.141,0.005,110.056,0.005,1.562,0.640,0.761
2,3.054E-5,174.873,135.000,188,0.080,0.012,0.056,0.075,0.007,0.008,0.008,0.007,0.006,28.763,0.123,0.008,0.005,177,-0.674,-0.048,100,357616.000,0.075,0.013,15.038,0.007,1.211,0.826,0.701
3,1.192E-4,157.100,56.000,190,0.193,0.023,0.104,0.187,0.012,0.013,0.020,0.020,0.008,73.243,0.138,0.021,0.019,164,-1.204,1.113,100,1254288.000,0.191,0.032,67.584,0.010,2.533,0.395,0.702
4,2.445E-5,174.098,129.000,190,0.328,0.020,0.035,0.325,0.017,0.005,0.007,0.007,0.004,98.859,0.250,0.008,0.004,179,-0.726,-0.582,100,284998.000,0.326,0.017,118.968,0.005,1.564,0.640,0.790
5,2.594E-5,181.362,148.000,190,0.422,0.036,0.060,0.417,0.031,0.008,0.008,0.006,0.005,135.084,0.090,0.009,0.005,183,-0.904,0.444,100,315026.000,0.420,0.032,120.828,0.006,1.251,0.799,0.584
6,1.253E-4,156.647,88.000,190,0.388,0.039,0.126,0.376,0.034,0.024,0.009,0.023,0.007,3.131,0.099,0.024,0.020,162,-0.438,-0.813,100,1314735.000,0.376,0.041,6.024,0.009,3.337,0.300,0.754
7,4.356E-5,163.168,114.000,190,0.404,0.045,0.042,0.400,0.040,0.008,0.009,0.008,0.007,85.844,0.307,0.009,0.007,166,-0.428,-0.853,100,475961.000,0.403,0.049,83.246,0.008,1.233,0.811,0.834
8,3.799E-5,164.156,83.000,190,0.037,0.048,0.062,0.031,0.043,0.011,0.010,0.012,0.004,143.968,0.125,0.014,0.006,170,-1.244,0.938,100,417612.000,0.031,0.043,138.240,0.006,2.948,0.339,0.615
9,6.274E-5,147.977,67.000,188,0.081,0.049,0.058,0.076,0.044,0.010,0.011,0.011,0.007,51.946,0.236,0.011,0.009,157,-0.562,-0.849,100,621650.000,0.079,0.054,59.566,0.008,1.482,0.675,0.841
10,4.286E-5,159.217,90.000,188,0.286,0.063,0.048,0.282,0.059,0.008,0.008,0.008,0.007,126.374,0.238,0.009,0.007,167,-0.694,-0.529,100,456954.001,0.283,0.060,139.044,0.008,1.074,0.931,0.857
11,3.814E-5,159.475,81.000,190,0.004,0.065,0.058,1.222E-4,0.062,0.009,0.007,0.008,0.006,9.783,0.140,0.009,0.006,171,-0.876,-0.245,100,407299.000,1.222E-4,0.066,6.009,0.007,1.376,0.727,0.757
12,1.979E-5,171.770,123.000,190,0.358,0.065,0.029,0.355,0.063,0.006,0.005,0.005,0.005,23.836,0.288,0.006,0.003,175,-0.587,-0.798,100,227595.000,0.355,0.066,32.735,0.005,1.113,0.899,0.830
13,2.628E-5,129.046,0.000,190,0.276,0.073,0.029,0.273,0.070,0.007,0.006,0.007,0.005,143.397,0.396,0.008,0.003,144,-0.898,-0.382,100,227121.000,0.273,0.071,158.703,0.006,1.269,0.788,0.846
14,2.636E-5,149.274,28.000,187,0.265,0.105,0.030,0.263,0.101,0.006,0.008,0.007,0.005,85.984,0.375,0.008,0.004,167,-1.256,0.626,100,263469.001,0.264,0.101,93.633,0.006,1.456,0.687,0.829
15,2.127E-5,176.132,72.000,190,0.126,0.110,0.040,0.123,0.107,0.007,0.005,0.006,0.004,174.739,0.164,0.007,0.004,179,-3.293,13.073,100,250812.000,0.123,0.111,3.879,0.005,1.356,0.737,0.740
16,2.037E-5,141.474,36.000,185,0.157,0.130,0.022,0.153,0.127,0.006,0.005,0.006,0.005,33.763,0.506,0.007,0.003,152,-0.912,-0.035,100,192970.000,0.153,0.131,33.690,0.005,1.180,0.847,0.834
17,3.753E-5,157.097,90.000,188,0.036,0.136,0.039,0.033,0.132,0.007,0.008,0.008,0.006,108.012,0.312,0.009,0.006,160,-0.590,-0.738,100,394786.001,0.035,0.132,108.947,0.007,1.310,0.763,0.866
18,8.399E-5,163.985,111.000,185,0.120,0.151,0.073,0.114,0.145,0.011,0.012,0.011,0.010,43.153,0.198,0.012,0.014,166,-0.470,-0.814,100,922249.000,0.119,0.156,86.424,0.011,1.059,0.944,0.851
19,5.697E-5,171.914,126.000,188,0.412,0.179,0.071,0.408,0.173,0.009,0.011,0.009,0.008,86.416,0.143,0.011,0.010,173,-0.603,-0.670,100,655851.000,0.412,0.184,86.673,0.009,1.151,0.869,0.781
20,3.402E-5,139.038,0.000,190,0.035,0.204,0.048,0.028,0.200,0.011,0.008,0.009,0.005,162.719,0.185,0.012,0.005,161,-1.098,-0.014,100,316728.000,0.028,0.202,155.508,0.007,1.898,0.527,0.609
21,5.600E-5,175.293,137.000,190,0.440,0.205,0.102,0.434,0.200,0.014,0.012,0.013,0.006,139.091,0.068,0.015,0.010,178,-0.792,-0.208,100,657350.000,0.434,0.203,158.824,0.008,2.196,0.455,0.594
22,3.021E-5,177.570,146.000,188,0.458,0.207,0.057,0.454,0.203,0.008,0.008,0.007,0.006,133.134,0.118,0.009,0.005,177,-0.700,-0.355,100,359224.000,0.455,0.204,122.093,0.007,1.202,0.832,0.679
23,4.898E-5,167.087,108.000,190,0.349,0.210,0.083,0.336,0.208,0.028,0.004,0.028,0.002,3.376,0.089,0.028,0.008,170,-0.579,-0.673,100,548044.000,0.336,0.211,4.806,0.003,12.517,0.080,0.604
24,7.095E-5,139.209,1.000,190,0.110,0.261,0.078,0.097,0.253,0.022,0.012,0.019,0.005,20.848,0.148,0.024,0.010,145,-0.813,-0.027,100,661382.999,0.097,0.262,22.017,0.008,3.894,0.257,0.490
25,2.248E-5,184.282,163.000,190,0.004,0.265,0.117,1.222E-4,0.260,0.007,0.010,0.006,0.004,113.680,0.021,0.010,0.004,187,-1.264,1.779,100,277344.000,0.003,0.260,99.574,0.007,1.462,0.684,0.394
26,2.964E-5,125.316,0.000,190,0.245,0.268,0.033,0.241,0.263,0.007,0.009,0.009,0.004,128.608,0.342,0.011,0.004,144,-1.012,-0.201,100,248753.000,0.242,0.263,122.471,0.005,2.346,0.426,0.792
27,2.022E-5,185.258,171.000,189,0.319,0.270,0.057,0.316,0.266,0.006,0.008,0.005,0.005,102.634,0.078,0.008,0.004,184,-0.735,0.571,100,250840.000,0.318,0.273,83.558,0.006,1.138,0.879,0.547
28,3.602E-5,186.032,162.000,190,0.070,0.280,0.096,0.066,0.275,0.008,0.012,0.009,0.005,115.418,0.049,0.012,0.007,188,-1.604,2.539,100,448709.000,0.070,0.275,91.193,0.007,1.695,0.590,0.548
29,6.519E-5,149.933,1.000,190,0.113,0.287,0.094,0.107,0.277,0.012,0.017,0.016,0.005,122.627,0.092,0.018,0.010,167,-1.403,1.024,100,654457.000,0.110,0.277,111.873,0.007,3.051,0.328,0.616
30,4.473E-5,92.706,0.000,190,0.270,0.288,0.044,0.266,0.282,0.007,0.012,0.011,0.005,78.205,0.288,0.013,0.004,101,-0.088,-1.720,100,277654.000,0.267,0.294,68.499,0.006,2.083,0.480,0.777
31,2.867E-5,107.809,0.000,189,0.146,0.289,0.030,0.143,0.285,0.007,0.008,0.007,0.006,115.600,0.405,0.008,0.003,117,-0.403,-1.112,100,206993.000,0.144,0.285,108.435,0.007,1.171,0.854,0.812
32,4.082E-5,153.115,59.000,188,0.044,0.301,0.049,0.040,0.297,0.010,0.010,0.009,0.006,46.096,0.213,0.011,0.006,159,-0.791,0.019,100,418463.000,0.040,0.305,37.131,0.007,1.708,0.585,0.705
33,3.112E-5,132.585,11.000,189,0.179,0.319,0.034,0.175,0.316,0.008,0.007,0.008,0.005,38.300,0.337,0.009,0.004,147,-0.663,-0.607,100,276308.000,0.175,0.322,37.020,0.006,1.635,0.612,0.839
34,5.960E-5,118.641,0.000,190,0.092,0.333,0.066,0.086,0.329,0.011,0.010,0.010,0.008,140.558,0.174,0.012,0.007,151,-0.724,-1.043,100,473498.000,0.086,0.331,146.802,0.009,1.288,0.776,0.765
35,3.982E-5,154.124,61.000,187,0.057,0.335,0.058,0.053,0.330,0.009,0.009,0.009,0.005,135.930,0.150,0.011,0.006,162,-0.851,-0.056,100,410895.000,0.054,0.330,134.091,0.007,1.777,0.563,0.733
36,6.204E-5,116.055,0.000,190,0.313,0.343,0.064,0.308,0.337,0.009,0.012,0.010,0.008,105.586,0.191,0.013,0.007,141,-0.681,-0.997,100,482091.000,0.309,0.337,111.595,0.009,1.287,0.777,0.767
37,2.292E-5,153.765,61.000,190,0.170,0.345,0.032,0.166,0.342,0.007,0.006,0.007,0.004,151.296,0.281,0.008,0.004,161,-0.989,0.284,100,236029.000,0.166,0.344,149.808,0.005,1.579,0.633,0.795
38,3.625E-5,168.440,99.000,190,0.322,0.359,0.100,0.314,0.355,0.013,0.008,0.009,0.005,0.688,0.046,0.014,0.006,179,-1.014,-0.014,100,408804.000,0.314,0.362,13.416,0.007,1.738,0.575,0.512
39,3.931E-5,159.726,54.000,187,0.120,0.360,0.071,0.115,0.355,0.009,0.010,0.008,0.006,114.267,0.099,0.010,0.006,172,-1.417,1.348,100,420400.000,0.118,0.355,103.690,0.008,1.251,0.799,0.636
40,2.534E-5,175.447,136.000,188,0.279,0.361,0.055,0.275,0.358,0.009,0.006,0.008,0.004,13.844,0.105,0.009,0.004,177,-0.949,0.358,100,297734.000,0.275,0.362,21.251,0.006,1.966,0.509,0.610
41,3.861E-5,132.003,0.000,188,0.230,0.376,0.062,0.225,0.371,0.009,0.009,0.008,0.006,152.205,0.128,0.009,0.005,154,-1.071,-0.199,100,341229.000,0.227,0.379,54.462,0.008,1.226,0.816,0.661
