 ,Area,Mean,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,3.882E-5,160.168,91.000,188,0.149,0.009,0.063,0.144,0.005,0.010,0.008,0.009,0.006,168.666,0.123,0.010,0.006,165,-0.455,-1.019,100,591819.000,0.144,0.006,167.471,0.007,1.508,0.663,0.681
2,5.897E-5,167.180,82.000,188,0.021,0.013,0.127,0.013,0.006,0.017,0.011,0.015,0.005,159.389,0.046,0.019,0.010,173,-1.484,2.672,100,938547.000,0.015,0.006,146.832,0.009,3.011,0.332,0.520
3,5.777E-5,160.704,113.000,188,0.158,0.011,0.070,0.154,0.006,0.010,0.010,0.009,0.008,33.707,0.148,0.011,0.009,162,-0.353,-0.966,100,883714.000,0.154,0.007,155.647,0.010,1.167,0.857,0.790
4,1.034E-4,146.932,28.000,188,0.050,0.016,0.122,0.036,0.009,0.026,0.015,0.025,0.005,22.018,0.087,0.028,0.015,158,-1.072,0.225,100,1445663.000,0.036,0.023,21.995,0.008,4.801,0.208,0.564
5,8.372E-5,146.654,34.000,188,0.101,0.017,0.087,0.090,0.012,0.018,0.010,0.014,0.008,4.355,0.140,0.018,0.012,156,-1.062,0.278,100,1168831.000,0.090,0.017,7.898,0.010,1.799,0.556,0.702
6,4.314E-5,122.388,0.000,188,0.271,0.019,0.048,0.267,0.014,0.007,0.011,0.009,0.006,78.091,0.235,0.011,0.005,138,-0.705,-0.761,100,502646.000,0.270,0.025,75.311,0.007,1.587,0.630,0.760
7,2.002E-5,160.616,119.000,188,0.173,0.018,0.029,0.170,0.015,0.005,0.006,0.006,0.004,78.739,0.302,0.006,0.003,163,-0.329,-0.983,100,306134.000,0.172,0.021,73.034,0.005,1.293,0.773,0.840
8,2.301E-5,156.071,101.000,188,0.236,0.020,0.027,0.233,0.017,0.005,0.007,0.006,0.005,90.372,0.406,0.007,0.004,160,-0.348,-0.990,100,341795.000,0.235,0.023,72.387,0.005,1.335,0.749,0.866
9,9.536E-5,148.712,51.000,188,0.370,0.023,0.095,0.363,0.017,0.013,0.011,0.012,0.010,7.363,0.134,0.013,0.014,153,-0.693,-0.435,100,1350005.000,0.363,0.023,175.635,0.011,1.225,0.816,0.816
10,2.581E-5,178.786,145.000,188,0.013,0.026,0.081,0.009,0.020,0.007,0.010,0.008,0.004,112.307,0.049,0.011,0.005,180,-0.813,0.625,100,439276.000,0.013,0.020,104.036,0.006,2.003,0.499,0.542
11,3.776E-5,158.399,99.000,188,0.257,0.027,0.049,0.254,0.022,0.006,0.010,0.010,0.005,82.179,0.200,0.010,0.006,163,-0.516,-0.898,100,569443.002,0.256,0.033,78.024,0.006,1.984,0.504,0.805
12,8.428E-5,128.848,0.000,188,0.163,0.033,0.071,0.156,0.026,0.012,0.015,0.011,0.010,45.728,0.209,0.016,0.011,145,-0.882,-0.293,100,1033749.000,0.161,0.041,64.722,0.012,1.137,0.880,0.699
13,6.643E-5,161.966,63.000,188,0.073,0.036,0.111,0.062,0.029,0.021,0.013,0.017,0.005,27.534,0.068,0.022,0.011,169,-1.158,0.989,100,1024271.000,0.062,0.038,18.520,0.009,3.351,0.298,0.474
14,3.639E-5,107.387,0.000,188,0.174,0.037,0.042,0.170,0.034,0.008,0.007,0.007,0.007,160.914,0.262,0.009,0.004,129,-0.526,-1.233,100,371989.000,0.170,0.037,156.176,0.007,1.082,0.924,0.802
15,5.988E-5,83.558,0.000,188,0.034,0.049,0.049,0.029,0.045,0.010,0.010,0.009,0.008,35.695,0.309,0.012,0.005,85,0.057,-1.659,100,476281.000,0.030,0.054,43.586,0.009,1.063,0.941,0.789
16,1.563E-4,86.188,0.000,188,0.213,0.051,0.094,0.205,0.045,0.017,0.014,0.017,0.012,162.064,0.221,0.018,0.013,95,-0.026,-1.625,100,1282042.000,0.206,0.047,152.085,0.014,1.424,0.702,0.807
17,3.826E-5,167.330,108.000,188,0.024,0.053,0.067,0.020,0.048,0.008,0.011,0.010,0.005,59.382,0.108,0.012,0.006,169,-0.960,0.759,100,609416.000,0.022,0.059,63.435,0.006,2.176,0.460,0.689
