 ,Area,Mean,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,8.215E-5,119.292,0,176.000,0.168,0.028,0.082,0.162,0.020,0.012,0.014,0.011,0.009,71.850,0.154,0.015,0.010,125,-0.552,-0.647,100,656227.000,0.164,0.034,65.943,0.011,1.258,0.795,0.701
2,4.727E-5,99.445,0,174.000,0.073,0.029,0.049,0.069,0.025,0.009,0.008,0.009,0.007,172.472,0.249,0.010,0.005,120,-0.461,-1.317,100,314743.997,0.069,0.031,21.801,0.008,1.405,0.712,0.811
3,2.387E-5,170.294,116,178.000,0.063,0.031,0.111,0.057,0.027,0.011,0.009,0.008,0.004,16.329,0.025,0.011,0.004,173,-2.201,6.777,100,272130.002,0.057,0.032,28.301,0.007,1.880,0.532,0.382
4,3.993E-5,132.480,37,172.000,0.301,0.035,0.051,0.295,0.030,0.011,0.009,0.010,0.005,140.342,0.193,0.012,0.005,135,-0.665,-0.340,100,354252.000,0.295,0.032,148.736,0.007,1.915,0.522,0.685
5,4.912E-5,88.614,0,172.000,0.240,0.040,0.059,0.235,0.035,0.009,0.011,0.009,0.007,85.522,0.176,0.012,0.004,106,-0.233,-1.554,100,291451.000,0.237,0.035,114.394,0.009,1.160,0.862,0.654
6,2.167E-5,94.752,0,177.000,0.326,0.039,0.026,0.323,0.036,0.007,0.006,0.006,0.004,31.337,0.407,0.007,0.002,119,-0.410,-1.451,100,137485.000,0.323,0.040,22.166,0.005,1.401,0.714,0.836
7,3.768E-5,133.711,0,177.000,0.083,0.043,0.068,0.079,0.038,0.008,0.010,0.008,0.006,130.733,0.101,0.010,0.005,153,-1.098,0.251,100,337352.003,0.081,0.038,111.286,0.008,1.274,0.785,0.667
8,2.691E-5,128.471,3,171.000,0.364,0.043,0.041,0.360,0.039,0.008,0.007,0.007,0.005,153.380,0.199,0.008,0.003,142,-0.956,-0.039,100,231505.000,0.361,0.041,151.526,0.006,1.482,0.675,0.763
9,1.859E-4,91.905,0,178.000,0.071,0.058,0.171,0.057,0.050,0.029,0.014,0.026,0.009,165.710,0.080,0.031,0.017,104,-0.242,-1.499,100,1143761.005,0.057,0.055,164.685,0.013,2.918,0.343,0.681
10,7.128E-5,136.025,53,178.000,0.278,0.060,0.075,0.271,0.055,0.018,0.010,0.016,0.006,24.895,0.159,0.020,0.010,139,-0.324,-0.818,100,649245.000,0.271,0.064,26.409,0.008,2.824,0.354,0.662
11,6.425E-5,77.598,0,178.000,0.148,0.076,0.049,0.142,0.072,0.012,0.009,0.011,0.007,156.496,0.333,0.013,0.005,82,0.040,-1.634,100,333827.000,0.142,0.073,164.745,0.008,1.579,0.633,0.852
12,3.926E-5,96.482,0,178.000,0.242,0.082,0.040,0.239,0.078,0.008,0.009,0.007,0.007,105.006,0.301,0.009,0.004,112,-0.409,-1.332,100,253650.000,0.240,0.078,115.159,0.008,1.094,0.914,0.805
13,7.976E-5,144.244,38,177.000,0.464,0.092,0.084,0.458,0.086,0.011,0.012,0.012,0.008,126.978,0.141,0.014,0.012,153,-0.977,0.352,100,770407.001,0.459,0.087,131.760,0.010,1.525,0.656,0.792
14,2.612E-4,78.254,0,176.000,0.390,0.104,0.149,0.379,0.093,0.022,0.023,0.020,0.017,99.936,0.148,0.023,0.020,84,0.071,-1.693,100,1368504.000,0.392,0.116,89.397,0.019,1.197,0.836,0.803
15,3.187E-5,103.641,0,178.000,0.223,0.097,0.035,0.219,0.094,0.009,0.007,0.007,0.006,3.161,0.336,0.009,0.003,113,-0.469,-0.874,100,221170.000,0.219,0.094,173.480,0.007,1.100,0.909,0.826
16,4.222E-5,121.183,0,178.000,0.317,0.100,0.067,0.312,0.095,0.011,0.010,0.010,0.005,18.599,0.118,0.013,0.005,133,-1.020,0.257,100,342584.000,0.313,0.104,37.828,0.009,1.843,0.543,0.522
17,5.013E-5,125.017,3,178.000,0.344,0.106,0.060,0.335,0.103,0.017,0.007,0.016,0.004,173.411,0.177,0.017,0.006,127,-0.440,-0.592,100,419683.000,0.335,0.104,173.387,0.007,4.076,0.245,0.613
18,2.143E-5,104.672,0,178.000,0.036,0.126,0.025,0.032,0.123,0.006,0.005,0.006,0.005,167.928,0.428,0.006,0.002,115,-0.565,-0.914,100,150204.000,0.032,0.126,177.839,0.005,1.189,0.841,0.863
19,1.011E-4,125.106,0,178.000,0.158,0.135,0.141,0.150,0.123,0.014,0.025,0.016,0.008,92.093,0.064,0.026,0.013,133,-0.856,0.088,100,846595.000,0.153,0.123,104.949,0.014,2.071,0.483,0.385
20,3.961E-5,63.333,0,175.000,0.135,0.129,0.042,0.130,0.124,0.011,0.010,0.009,0.006,25.401,0.288,0.011,0.003,32,0.388,-1.568,100,167960.000,0.130,0.129,6.411,0.007,1.551,0.645,0.677
21,2.042E-5,81.594,0,173.000,0.199,0.129,0.024,0.196,0.126,0.006,0.007,0.007,0.004,125.684,0.437,0.007,0.002,90,-0.102,-1.338,100,111539.000,0.197,0.126,113.070,0.004,1.974,0.507,0.821
22,3.616E-5,144.478,53,178.000,0.276,0.137,0.071,0.272,0.130,0.008,0.014,0.011,0.004,90.566,0.091,0.014,0.005,149,-0.984,0.439,100,349782.000,0.275,0.130,98.896,0.007,2.423,0.413,0.513
23,5.318E-5,126.154,0,176.000,0.012,0.138,0.053,0.007,0.133,0.010,0.009,0.010,0.007,131.997,0.237,0.010,0.007,140,-0.886,-0.218,100,449236.000,0.007,0.136,148.570,0.008,1.350,0.741,0.830
24,7.563E-5,129.145,0,175.000,0.454,0.146,0.086,0.450,0.137,0.010,0.018,0.015,0.007,80.615,0.129,0.019,0.010,139,-1.084,0.568,100,653992.000,0.452,0.155,71.565,0.009,2.244,0.446,0.628
25,3.281E-5,135.711,20,177.000,0.068,0.145,0.042,0.063,0.142,0.010,0.008,0.009,0.004,42.840,0.229,0.012,0.004,145,-0.788,-0.040,100,298156.000,0.063,0.148,30.651,0.005,2.146,0.466,0.740
26,2.479E-5,141.386,38,177.000,0.377,0.146,0.035,0.374,0.142,0.008,0.006,0.006,0.005,157.805,0.256,0.009,0.004,145,-0.860,0.275,100,234701.000,0.374,0.145,157.443,0.006,1.246,0.803,0.702
27,3.139E-5,110.494,0,176.000,0.006,0.149,0.033,0.004,0.145,0.006,0.007,0.007,0.006,105.748,0.369,0.008,0.003,123,-0.634,-0.843,100,232259.000,0.006,0.152,77.074,0.006,1.267,0.789,0.852
28,5.169E-5,92.890,0,178.000,0.108,0.153,0.059,0.102,0.146,0.011,0.013,0.010,0.007,138.526,0.185,0.014,0.005,106,-0.289,-1.346,100,321494.000,0.107,0.146,113.962,0.009,1.413,0.708,0.604
29,4.649E-5,95.344,0,178.000,0.101,0.159,0.042,0.095,0.156,0.011,0.007,0.010,0.006,172.335,0.333,0.011,0.004,107,-0.391,-1.243,100,296805.000,0.095,0.158,164.859,0.007,1.750,0.572,0.855
30,1.535E-4,65.626,0,176.000,0.444,0.186,0.068,0.436,0.179,0.015,0.015,0.014,0.014,157.051,0.411,0.015,0.010,42,0.403,-1.387,100,674637.000,0.443,0.179,97.997,0.014,1.041,0.960,0.921
31,3.117E-5,108.460,0,178.000,0.045,0.187,0.034,0.041,0.183,0.009,0.008,0.010,0.004,35.599,0.342,0.011,0.003,119,-0.679,-0.701,100,226357.000,0.042,0.190,42.397,0.005,2.316,0.432,0.768
32,5.769E-5,72.629,0,178.000,0.253,0.190,0.051,0.249,0.183,0.008,0.013,0.010,0.007,87.388,0.281,0.013,0.004,67,0.177,-1.672,100,280566.000,0.251,0.196,77.645,0.008,1.430,0.699,0.812
33,4.104E-5,134.260,37,178.000,0.418,0.200,0.054,0.414,0.195,0.012,0.009,0.010,0.005,174.074,0.178,0.013,0.006,142,-0.733,-0.394,100,368947.000,0.414,0.198,168.254,0.008,1.798,0.556,0.571
