 ,Area,Mean,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,2.748E-5,166.520,133.000,179,0.206,0.007,0.051,0.202,0.003,0.007,0.009,0.008,0.004,122.746,0.131,0.009,0.005,168,-0.728,-0.321,100,242453.000,0.203,0.004,121.390,0.006,1.935,0.517,0.674
2,5.359E-5,95.180,0.000,179,0.245,0.009,0.046,0.240,0.005,0.010,0.009,0.009,0.007,170.340,0.313,0.010,0.005,111,-0.321,-1.433,100,270216.000,0.240,0.008,176.236,0.008,1.252,0.799,0.829
3,2.769E-5,141.401,34.000,179,0.312,0.010,0.035,0.309,0.006,0.006,0.008,0.008,0.005,109.563,0.292,0.009,0.004,151,-0.970,0.171,100,207435.000,0.311,0.006,100.222,0.005,1.698,0.589,0.818
4,2.086E-5,164.504,127.000,179,0.182,0.015,0.049,0.179,0.010,0.006,0.009,0.008,0.003,115.373,0.108,0.010,0.003,169,-0.823,-0.332,100,181777.000,0.180,0.010,112.557,0.005,2.513,0.398,0.642
5,2.426E-5,154.378,105.000,179,0.422,0.017,0.039,0.419,0.013,0.006,0.007,0.007,0.004,48.881,0.201,0.009,0.004,157,-0.513,-0.801,100,198376.000,0.419,0.020,52.206,0.005,1.548,0.646,0.751
6,8.528E-5,97.790,0.000,179,0.360,0.019,0.061,0.354,0.014,0.013,0.012,0.013,0.008,133.815,0.288,0.014,0.008,114,-0.373,-1.295,100,441815.000,0.356,0.014,135.406,0.010,1.616,0.619,0.842
7,2.222E-5,172.733,151.000,179,0.079,0.020,0.097,0.073,0.016,0.011,0.007,0.007,0.004,179.393,0.030,0.011,0.004,175,-0.817,0.365,100,203307.000,0.073,0.021,3.447,0.007,1.547,0.646,0.397
8,4.362E-5,145.963,93.000,179,0.388,0.020,0.049,0.383,0.016,0.009,0.009,0.010,0.006,48.291,0.230,0.011,0.006,147,-0.245,-1.068,100,337320.999,0.384,0.024,50.560,0.007,1.698,0.589,0.794
9,4.417E-5,157.813,86.000,179,0.112,0.025,0.097,0.105,0.017,0.013,0.016,0.015,0.004,132.628,0.059,0.019,0.007,164,-1.245,1.171,100,369283.000,0.106,0.018,129.435,0.007,4.093,0.244,0.397
10,5.920E-5,168.697,138.000,179,0.469,0.025,0.128,0.462,0.017,0.013,0.013,0.009,0.009,106.675,0.045,0.015,0.010,170,-0.970,0.501,100,529035.000,0.462,0.028,22.703,0.012,1.042,0.960,0.484
11,2.384E-5,161.111,120.000,179,0.168,0.020,0.035,0.163,0.018,0.009,0.005,0.009,0.003,167.512,0.240,0.009,0.004,162,-0.677,-0.167,100,203483.000,0.163,0.019,160.514,0.004,2.680,0.373,0.726
12,2.414E-5,145.493,92.000,178,0.192,0.024,0.029,0.189,0.021,0.006,0.006,0.006,0.005,77.008,0.368,0.007,0.004,144,-0.180,-1.134,100,186086.000,0.191,0.027,60.255,0.006,1.079,0.926,0.851
13,3.554E-5,148.516,85.000,178,0.326,0.026,0.045,0.323,0.022,0.007,0.008,0.007,0.006,62.028,0.220,0.008,0.005,155,-0.578,-0.869,100,279655.000,0.324,0.022,98.531,0.007,1.108,0.903,0.791
14,2.720E-5,144.003,71.000,179,0.162,0.028,0.038,0.159,0.024,0.007,0.008,0.006,0.005,65.652,0.235,0.008,0.004,150,-0.598,-0.641,100,207509.000,0.159,0.032,63.435,0.007,1.156,0.865,0.705
15,3.218E-5,148.376,81.000,179,0.351,0.028,0.048,0.347,0.025,0.010,0.006,0.009,0.005,1.775,0.178,0.010,0.005,157,-0.659,-0.829,100,252981.000,0.347,0.030,14.226,0.006,1.944,0.514,0.745
16,2.401E-5,157.740,115.000,177,0.218,0.031,0.043,0.215,0.027,0.008,0.009,0.008,0.004,129.480,0.167,0.010,0.004,162,-0.740,-0.527,100,200645.000,0.216,0.027,129.130,0.006,2.200,0.455,0.534
17,2.509E-5,145.590,36.000,179,0.049,0.032,0.056,0.045,0.028,0.007,0.008,0.006,0.005,115.242,0.099,0.009,0.004,158,-1.086,0.172,100,193489.000,0.048,0.036,65.854,0.007,1.279,0.782,0.601
18,4.349E-5,150.349,90.000,179,0.230,0.032,0.055,0.224,0.029,0.010,0.009,0.011,0.005,148.621,0.182,0.013,0.007,154,-0.549,-0.777,100,346405.000,0.225,0.029,138.871,0.007,2.045,0.489,0.687
19,2.622E-5,147.334,80.000,179,0.186,0.033,0.034,0.183,0.030,0.007,0.007,0.007,0.005,139.603,0.290,0.008,0.004,152,-0.506,-0.833,100,204647.000,0.183,0.030,130.815,0.005,1.640,0.610,0.812
20,3.268E-5,155.545,114.000,176,0.264,0.033,0.044,0.258,0.030,0.010,0.006,0.009,0.004,3.049,0.211,0.011,0.005,158,-0.736,-0.537,100,269249.000,0.258,0.034,11.165,0.006,2.160,0.463,0.716
21,1.227E-4,138.016,30.000,179,0.445,0.039,0.112,0.437,0.030,0.016,0.017,0.014,0.011,47.870,0.124,0.019,0.017,148,-0.907,-0.114,100,897102.000,0.437,0.046,31.661,0.015,1.268,0.789,0.691
22,8.834E-5,145.457,72.000,179,0.298,0.037,0.087,0.291,0.031,0.015,0.012,0.014,0.008,154.451,0.147,0.016,0.013,152,-0.670,-0.438,100,680741.000,0.293,0.031,144.345,0.011,1.842,0.543,0.701
23,2.120E-5,131.528,0.000,179,0.069,0.037,0.041,0.065,0.034,0.007,0.006,0.006,0.004,162.354,0.156,0.008,0.003,148,-1.320,0.841,100,147706.000,0.066,0.035,143.531,0.005,1.388,0.720,0.638
24,2.088E-5,164.730,135.000,178,0.390,0.039,0.036,0.387,0.036,0.006,0.007,0.007,0.004,51.412,0.200,0.008,0.003,168,-0.863,-0.132,100,182191.000,0.389,0.043,66.140,0.005,1.700,0.588,0.733
25,9.555E-5,162.760,111.000,179,0.405,0.046,0.116,0.400,0.038,0.013,0.018,0.015,0.008,58.570,0.089,0.018,0.016,165,-1.128,0.999,100,823889.000,0.404,0.056,73.877,0.011,1.903,0.525,0.622
26,1.529E-4,108.357,0.000,179,0.043,0.055,0.128,0.037,0.039,0.016,0.032,0.030,0.007,106.495,0.118,0.034,0.017,119,-0.525,-0.873,100,877477.001,0.040,0.039,111.586,0.010,4.576,0.219,0.561
27,2.035E-5,158.137,115.000,178,0.474,0.042,0.042,0.471,0.039,0.006,0.006,0.006,0.005,41.799,0.146,0.007,0.003,165,-0.630,-0.750,100,170472.000,0.473,0.045,61.858,0.006,1.218,0.821,0.705
28,2.562E-5,111.192,0.000,178,0.154,0.046,0.031,0.149,0.043,0.008,0.005,0.007,0.004,0.564,0.325,0.008,0.003,131,-0.782,-0.765,100,150888.000,0.149,0.046,172.528,0.005,1.672,0.598,0.814
29,2.971E-5,131.234,19.000,177,0.208,0.047,0.033,0.204,0.043,0.008,0.007,0.007,0.005,153.271,0.349,0.008,0.004,141,-0.940,-0.100,100,206563.000,0.204,0.047,166.430,0.006,1.415,0.707,0.804
30,2.620E-5,127.664,19.000,177,0.166,0.048,0.027,0.164,0.045,0.006,0.007,0.006,0.005,76.727,0.441,0.007,0.003,134,-0.701,-0.449,100,177198.000,0.166,0.052,85.515,0.006,1.181,0.847,0.851
31,2.014E-5,161.261,114.000,179,0.098,0.050,0.048,0.091,0.046,0.013,0.007,0.013,0.002,155.247,0.110,0.014,0.003,165,-0.743,-0.357,100,172066.000,0.091,0.046,153.435,0.003,6.296,0.159,0.542
32,4.326E-5,138.155,0.000,179,0.026,0.054,0.075,0.020,0.049,0.012,0.008,0.011,0.005,12.561,0.096,0.012,0.006,148,-1.363,1.600,100,316651.000,0.020,0.054,176.186,0.007,2.296,0.436,0.616
33,4.795E-5,148.149,73.000,179,0.472,0.055,0.071,0.466,0.050,0.014,0.008,0.012,0.005,20.800,0.118,0.014,0.007,158,-0.889,-0.332,100,376299.000,0.466,0.057,15.110,0.007,2.412,0.415,0.656
34,4.789E-5,113.882,3.000,179,0.245,0.058,0.038,0.241,0.053,0.009,0.011,0.011,0.006,47.743,0.416,0.012,0.005,122,-0.382,-0.959,100,288919.000,0.244,0.064,61.966,0.007,1.942,0.515,0.844
35,5.148E-5,145.947,64.000,177,0.379,0.061,0.056,0.375,0.054,0.009,0.011,0.010,0.006,122.261,0.210,0.012,0.008,152,-0.931,0.063,100,397998.000,0.376,0.055,117.699,0.008,1.585,0.631,0.742
36,2.688E-5,154.571,111.000,178,0.389,0.059,0.033,0.386,0.056,0.007,0.006,0.006,0.006,5.711,0.307,0.007,0.004,159,-0.573,-0.839,100,220109.000,0.388,0.061,53.569,0.006,1.086,0.921,0.800
37,5.720E-5,96.150,0.000,179,0.403,0.063,0.043,0.398,0.058,0.010,0.009,0.009,0.008,175.115,0.396,0.010,0.005,109,-0.332,-1.293,100,291335.000,0.401,0.068,71.053,0.009,1.030,0.971,0.883
38,2.881E-5,140.458,47.000,179,0.076,0.066,0.048,0.070,0.060,0.009,0.011,0.009,0.004,116.909,0.160,0.013,0.004,147,-0.779,-0.160,100,214339.000,0.071,0.060,128.367,0.006,2.123,0.471,0.577
39,5.382E-5,143.468,65.000,179,0.265,0.067,0.058,0.257,0.061,0.015,0.012,0.018,0.004,32.612,0.199,0.018,0.008,147,-0.691,0.151,100,409027.000,0.257,0.072,35.175,0.005,4.841,0.207,0.710
40,2.563E-5,119.063,0.000,179,0.166,0.065,0.030,0.162,0.061,0.009,0.007,0.009,0.004,146.005,0.347,0.010,0.003,129,-0.919,0.051,100,161688.000,0.162,0.063,146.976,0.005,2.592,0.386,0.767
41,2.254E-5,172.822,152.000,179,0.524,0.067,0.102,0.519,0.063,0.009,0.009,0.006,0.005,21.369,0.027,0.011,0.004,174,-0.792,0.570,100,206350.000,0.520,0.070,40.280,0.008,1.163,0.860,0.400
42,1.118E-4,119.774,0.000,179,0.471,0.070,0.085,0.464,0.064,0.015,0.012,0.013,0.011,5.252,0.193,0.015,0.013,134,-0.664,-0.751,100,709662.000,0.464,0.068,171.495,0.012,1.249,0.801,0.839
43,3.503E-5,140.262,0.000,179,0.102,0.072,0.045,0.096,0.068,0.011,0.009,0.010,0.004,21.453,0.221,0.012,0.005,155,-1.417,1.963,100,260327.000,0.097,0.077,35.776,0.006,2.435,0.411,0.645
44,2.596E-5,148.357,57.000,179,0.275,0.079,0.055,0.271,0.073,0.008,0.012,0.011,0.003,113.552,0.110,0.013,0.004,155,-1.178,0.878,100,203991.000,0.272,0.073,105.690,0.006,3.907,0.256,0.477
45,2.697E-5,153.891,103.000,179,0.196,0.080,0.045,0.194,0.073,0.006,0.014,0.011,0.003,85.641,0.167,0.015,0.004,156,-0.708,-0.103,100,219910.000,0.197,0.087,80.181,0.006,3.230,0.310,0.524
46,6.090E-5,159.647,125.000,179,0.507,0.082,0.074,0.501,0.076,0.011,0.011,0.011,0.007,42.612,0.140,0.013,0.010,162,-0.377,-0.854,100,515020.000,0.504,0.087,62.038,0.008,1.476,0.678,0.728
47,1.027E-4,123.306,29.000,179,0.492,0.084,0.074,0.486,0.077,0.012,0.014,0.015,0.009,115.634,0.237,0.016,0.013,127,-0.237,-1.124,100,670538.000,0.487,0.079,130.061,0.011,1.727,0.579,0.814
48,8.296E-5,96.763,0.000,179,0.178,0.087,0.067,0.173,0.078,0.013,0.017,0.012,0.009,115.313,0.231,0.018,0.008,109,-0.383,-1.159,100,425273.000,0.174,0.078,131.820,0.011,1.455,0.687,0.610
49,3.130E-5,154.520,83.000,179,0.464,0.084,0.046,0.461,0.078,0.007,0.009,0.008,0.005,113.123,0.187,0.009,0.005,162,-0.935,-0.119,100,256194.000,0.464,0.078,95.117,0.006,1.654,0.605,0.684
50,4.738E-5,136.173,67.000,179,0.449,0.086,0.041,0.446,0.080,0.007,0.011,0.011,0.006,91.259,0.348,0.011,0.006,143,-0.392,-1.009,100,341794.999,0.449,0.080,90.699,0.007,1.897,0.527,0.852
51,4.602E-5,118.550,0.000,179,0.019,0.089,0.049,0.016,0.084,0.007,0.012,0.011,0.005,103.861,0.239,0.012,0.005,131,-0.612,-0.655,100,289026.000,0.019,0.084,92.663,0.006,2.157,0.464,0.801
52,2.646E-5,124.387,41.000,179,0.135,0.089,0.026,0.132,0.086,0.007,0.006,0.007,0.005,43.481,0.498,0.008,0.003,127,-0.255,-0.839,100,174391.000,0.132,0.092,46.432,0.006,1.326,0.754,0.852
53,2.603E-5,164.895,131.000,179,0.507,0.091,0.042,0.503,0.088,0.008,0.007,0.006,0.006,67.229,0.189,0.008,0.004,165,-0.846,0.315,100,227390.000,0.503,0.093,15.524,0.007,1.056,0.947,0.685
54,2.971E-5,104.434,0.000,177,0.094,0.090,0.030,0.088,0.088,0.009,0.006,0.008,0.005,167.744,0.412,0.010,0.003,116,-0.461,-1.163,100,164379.000,0.088,0.089,174.207,0.006,1.581,0.632,0.757
55,5.435E-5,151.105,98.000,179,0.264,0.094,0.054,0.260,0.088,0.009,0.012,0.011,0.006,121.077,0.236,0.012,0.008,156,-0.549,-0.801,100,435029.999,0.263,0.088,113.703,0.007,1.823,0.549,0.771
56,6.754E-5,92.552,0.000,179,0.158,0.096,0.053,0.153,0.091,0.012,0.014,0.012,0.007,58.446,0.304,0.014,0.006,106,-0.304,-1.391,100,331151.000,0.156,0.104,74.208,0.008,1.659,0.603,0.749
57,1.279E-4,106.841,0.000,179,0.064,0.101,0.118,0.056,0.092,0.016,0.020,0.015,0.011,96.447,0.115,0.022,0.014,123,-0.661,-0.877,100,723850.000,0.058,0.113,57.095,0.016,1.425,0.702,0.509
58,2.388E-5,144.428,39.000,179,0.147,0.096,0.035,0.143,0.093,0.009,0.007,0.010,0.003,32.436,0.248,0.010,0.003,151,-1.254,1.158,100,182701.000,0.143,0.099,36.416,0.004,3.393,0.295,0.716
59,1.229E-4,90.685,0.000,179,0.405,0.103,0.067,0.399,0.095,0.011,0.016,0.016,0.010,77.330,0.348,0.017,0.011,102,-0.226,-1.416,100,590361.000,0.400,0.111,66.741,0.011,1.570,0.637,0.852
60,8.383E-5,108.067,0.000,179,0.031,0.102,0.082,0.023,0.096,0.015,0.013,0.013,0.008,35.378,0.157,0.017,0.009,134,-0.670,-1.069,100,479927.000,0.023,0.105,24.874,0.011,1.685,0.593,0.678
