 ,Area,Mean,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,4.338E-5,131.857,30.000,181,0.468,0.005,0.039,0.463,5.496E-4,0.010,0.008,0.010,0.006,145.539,0.367,0.011,0.006,139,-0.636,-0.649,100,303008.000,0.463,0.003,155.072,0.006,1.775,0.563,0.849
2,2.675E-5,129.940,14.000,181,0.308,0.006,0.027,0.305,0.003,0.008,0.006,0.007,0.005,161.098,0.466,0.009,0.003,143,-0.860,-0.237,100,184125.000,0.305,0.004,159.864,0.005,1.632,0.613,0.850
3,5.429E-5,127.716,25.000,181,0.070,0.029,0.042,0.065,0.023,0.009,0.011,0.009,0.007,65.454,0.384,0.012,0.007,132,-0.573,-0.313,100,367311.000,0.067,0.034,64.041,0.009,1.275,0.785,0.739
4,2.071E-5,152.253,64.000,180,0.202,0.026,0.031,0.198,0.024,0.008,0.006,0.007,0.004,170.513,0.276,0.009,0.003,158,-1.062,0.471,100,167022.000,0.198,0.025,148.276,0.005,2.098,0.477,0.641
5,1.618E-4,162.183,101.000,181,0.502,0.046,0.187,0.497,0.026,0.013,0.038,0.034,0.006,98.235,0.058,0.039,0.026,166,-0.915,0.427,100,1390398.999,0.499,0.026,103.160,0.012,5.567,0.180,0.453
6,1.255E-4,113.634,0.000,181,0.276,0.042,0.103,0.269,0.032,0.016,0.023,0.022,0.007,52.512,0.148,0.026,0.014,128,-0.627,-0.739,100,755327.000,0.270,0.055,53.130,0.011,3.145,0.318,0.630
7,6.035E-5,111.915,0.000,181,0.107,0.041,0.066,0.102,0.034,0.015,0.014,0.012,0.006,42.716,0.172,0.017,0.007,133,-0.633,-0.927,100,357792.001,0.102,0.044,31.517,0.009,1.895,0.528,0.512
8,5.372E-5,129.171,32.000,181,0.051,0.041,0.045,0.044,0.035,0.012,0.011,0.014,0.005,37.509,0.337,0.013,0.007,139,-0.488,-0.922,100,367620.000,0.045,0.044,34.992,0.006,2.880,0.347,0.726
9,4.525E-5,105.572,0.000,181,0.155,0.046,0.038,0.151,0.041,0.007,0.012,0.011,0.005,90.917,0.399,0.012,0.005,108,-0.420,-0.777,100,253055.000,0.155,0.041,105.668,0.007,2.008,0.498,0.718
10,2.505E-5,137.154,60.000,181,0.118,0.045,0.024,0.115,0.041,0.005,0.007,0.006,0.005,94.492,0.547,0.007,0.003,137,-0.256,-0.787,100,182003.000,0.118,0.041,102.171,0.005,1.313,0.762,0.857
11,7.050E-5,78.979,0.000,181,0.450,0.052,0.038,0.445,0.047,0.009,0.011,0.011,0.008,100.614,0.623,0.012,0.006,78,0.078,-1.528,100,294987.000,0.448,0.058,81.098,0.009,1.291,0.774,0.905
12,2.714E-5,139.058,72.000,181,0.534,0.052,0.027,0.530,0.049,0.007,0.007,0.006,0.005,70.428,0.481,0.007,0.004,147,-0.498,-0.889,100,199966.000,0.532,0.055,67.797,0.006,1.143,0.875,0.870
13,4.478E-5,100.770,0.000,181,0.399,0.055,0.028,0.395,0.051,0.009,0.007,0.009,0.006,25.079,0.718,0.009,0.005,108,-0.373,-1.202,100,239026.000,0.395,0.057,26.188,0.007,1.392,0.718,0.937
14,2.690E-5,108.875,20.000,181,0.054,0.055,0.023,0.051,0.052,0.007,0.007,0.006,0.005,137.985,0.635,0.007,0.003,107,0.067,-1.293,100,155147.000,0.053,0.059,83.157,0.006,1.223,0.817,0.847
15,1.055E-4,128.708,32.000,181,0.010,0.064,0.080,0.002,0.057,0.014,0.016,0.016,0.009,59.363,0.207,0.019,0.014,136,-0.449,-0.842,100,719219.999,0.002,0.072,53.973,0.011,1.852,0.540,0.728
16,4.566E-5,157.365,95.000,181,0.471,0.067,0.044,0.466,0.062,0.009,0.011,0.012,0.005,129.378,0.300,0.012,0.007,162,-0.786,-0.086,100,380667.000,0.467,0.062,120.530,0.006,2.448,0.408,0.774
17,6.952E-5,130.566,24.000,181,0.085,0.073,0.065,0.082,0.063,0.007,0.019,0.017,0.005,80.037,0.206,0.019,0.009,138,-0.427,-0.907,100,480876.000,0.084,0.083,83.526,0.007,3.128,0.320,0.753
18,3.232E-5,153.648,110.000,181,0.519,0.068,0.032,0.515,0.063,0.008,0.008,0.010,0.004,54.660,0.407,0.010,0.005,157,-0.228,-1.013,100,263045.000,0.515,0.071,50.826,0.005,2.216,0.451,0.819
19,2.230E-4,65.619,0.000,181,0.065,0.075,0.121,0.052,0.066,0.025,0.020,0.021,0.014,42.841,0.191,0.029,0.015,4,0.423,-1.650,100,775023.000,0.052,0.082,31.197,0.016,1.536,0.651,0.697
20,9.638E-5,70.412,0.000,180,0.113,0.075,0.054,0.106,0.070,0.015,0.010,0.016,0.008,157.901,0.419,0.016,0.007,56,0.266,-1.603,100,359525.000,0.106,0.072,162.824,0.010,1.994,0.502,0.848
21,2.212E-5,111.872,0.000,179,0.308,0.074,0.024,0.304,0.072,0.007,0.005,0.007,0.004,155.160,0.475,0.009,0.002,115,-0.511,-0.767,100,131114.000,0.304,0.072,144.782,0.004,1.973,0.507,0.806
22,2.522E-5,140.034,51.000,181,0.012,0.077,0.029,0.008,0.074,0.009,0.006,0.008,0.004,159.024,0.367,0.009,0.004,148,-0.783,-0.393,100,187085.000,0.008,0.075,160.750,0.005,2.178,0.459,0.738
23,2.284E-5,164.877,126.000,181,0.501,0.078,0.034,0.499,0.074,0.005,0.009,0.008,0.004,101.176,0.256,0.009,0.004,167,-0.607,-0.499,100,199501.000,0.501,0.074,100.954,0.004,2.125,0.471,0.764
