reactor,mean,sd,kurt,skew,med,w.cv
squat,5.12235964295893,10.7811626269087,63.0198043501074,7.22502661930318,3.36083333802512,2.1047258252802
medium,2.88933292136757,6.29444500382536,111.68641283966,9.232383542713,1.87851447843922,2.17851150252567
tall,5.03582381920087,4.74778493944522,12.2191790578036,2.94544009614605,3.91109605077849,0.942802033967631
