Reactor,RPM,mean.psd,sd.psd,kurt.psd,skew.psd,cv.psd,flowSim,mean.shear,sd.shear,kurt.shear,skew.shear,cv.shear
iCTB,45,96.1707109356488,24.6929250159088,-0.33814748881564,-0.473860816946859,0.256761385828079,Turbulent,16.2815219004326,10.1964085805457,1.61266410190873,1.46567384454221,0.626256479148598
iCTB,120,75.9851787208031,21.1933998898899,-0.65783208569222,0.119177833481676,0.278914917970544,Turbulent,53.1432189194757,51.7790071351381,2.15335245056349,1.6610047961465,0.974329522899155
iCTB,240,61.213675248581,20.3752527286246,-0.688455243564792,0.348482817908305,0.332854589205489,Turbulent,125.63270579067,147.545604802515,3.11586066008671,1.93419740985113,1.1744203380317
oCTB,50,140.38078493817,96.1716227047624,-1.15486697192482,0.519104425268447,0.685076826911324,Turbulent,10.6074990653877,5.61474628514961,4.40541576157502,2.15628645825344,0.529318574579994
oCTB,100,62.3596258549261,30.4877799201495,-0.134429792953662,0.710862242868324,0.488902547155695,Turbulent,21.8287826528493,15.0232697262221,10.436247541595,2.87133104713596,0.688232136676716
oCTB,200,42.7267385940732,19.3411798002496,-0.847827207101913,0.352106911322656,0.452671569061264,Turbulent,47.1919499437367,43.8956406995,15.7922213729459,3.34354617898581,0.930151026855923
